scorer,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000,DLC_resnet50_eating shrewJul7shuffle1_18000
bodyparts,Nosetip,Nosetip,Nosetip,rightwhiskers,rightwhiskers,rightwhiskers,leftwhiskers,leftwhiskers,leftwhiskers,rightear,rightear,rightear,leftear,leftear,leftear
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
32,943.802734375,807.3143310546875,0.9176716804504395,914.5987548828125,747.4332275390625,0.9177904725074768,989.5678100585938,739.8419799804688,0.6015318632125854,823.457763671875,515.502197265625,0.9016976952552795,1067.4990234375,532.3234252929688,0.9219523668289185
33,940.6438598632812,807.0106811523438,0.9260069131851196,916.4009399414062,752.6243896484375,0.6469935774803162,991.0441284179688,742.9826049804688,0.4430634677410126,824.8463745117188,518.3715209960938,0.8891263604164124,1067.1346435546875,532.5435180664062,0.93995201587677
34,946.5615844726562,809.5924072265625,0.9179859161376953,916.1122436523438,751.8331298828125,0.7635864019393921,993.4385986328125,740.4583740234375,0.42951393127441406,826.3756103515625,521.1309814453125,0.902290940284729,1066.5802001953125,533.7685546875,0.9316489696502686
35,952.258544921875,804.895263671875,0.9564468264579773,917.034423828125,741.4186401367188,0.794200599193573,994.5764770507812,738.034912109375,0.550711989402771,826.0504760742188,519.9765625,0.9325156211853027,1065.6199951171875,532.5092163085938,0.923519492149353
36,954.9168090820312,803.8265380859375,0.9830597639083862,917.6396484375,731.796630859375,0.7704119682312012,995.4722900390625,733.094970703125,0.45008060336112976,826.451416015625,516.9642944335938,0.9211670756340027,1067.8095703125,532.421630859375,0.897626519203186
37,953.1099853515625,799.427978515625,0.8799824714660645,918.636474609375,730.98974609375,0.8855172395706177,991.4887084960938,739.5355834960938,0.6050548553466797,827.23486328125,520.5741577148438,0.9153387546539307,1067.1131591796875,530.7389526367188,0.9241622686386108
38,956.77587890625,798.4424438476562,0.7993205785751343,919.3782348632812,729.83837890625,0.9120557904243469,992.5217895507812,739.6986083984375,0.7315287590026855,824.8298950195312,523.1095581054688,0.9263134598731995,1064.7899169921875,526.6757202148438,0.877284824848175
39,956.5737915039062,792.8561401367188,0.9426611065864563,917.6965942382812,729.0353393554688,0.9212895631790161,996.9124145507812,730.3352661132812,0.9173250198364258,826.4483032226562,520.4253540039062,0.9127209186553955,1066.5804443359375,523.7743530273438,0.86171954870224
40,955.1716918945312,779.767333984375,0.8971754312515259,915.5811157226562,725.377197265625,0.9120081663131714,993.9873046875,726.9354248046875,0.8478970527648926,824.2797241210938,520.722900390625,0.9325659275054932,1064.7216796875,523.9850463867188,0.9234189987182617
41,965.7293701171875,767.9603881835938,0.9683209657669067,916.20263671875,711.6715087890625,0.9484010934829712,993.4468383789062,717.6796264648438,0.9039760828018188,823.3431396484375,515.0528564453125,0.9424964189529419,1063.1173095703125,517.0349731445312,0.9546470046043396
42,937.1245727539062,746.901123046875,0.8067892789840698,899.7415771484375,686.1900024414062,0.9126831293106079,985.08251953125,693.9287109375,0.7451031804084778,824.2208251953125,505.875244140625,0.9458054304122925,1061.566650390625,518.0204467773438,0.9483743906021118
43,898.4835815429688,761.3016967773438,0.5820944905281067,885.5655517578125,688.2390747070312,0.9225839376449585,962.6148071289062,698.4501953125,0.4781564474105835,825.2794189453125,496.69146728515625,0.9555589556694031,1058.3055419921875,522.5830688476562,0.9460197687149048
44,858.6214599609375,757.21826171875,0.9014673233032227,852.3142700195312,715.88916015625,0.764880895614624,931.75390625,711.8546752929688,0.6997503638267517,819.3439331054688,489.36859130859375,0.9608453512191772,1057.4036865234375,537.7120971679688,0.9587887525558472
45,858.779541015625,761.27734375,0.9200630784034729,850.120849609375,688.6150512695312,0.6751136779785156,930.3101806640625,714.63427734375,0.8040422201156616,821.052734375,489.8717956542969,0.9675498008728027,1055.95556640625,540.2943725585938,0.9220757484436035
46,849.8301391601562,758.3107299804688,0.858342170715332,835.3800659179688,680.475341796875,0.755861759185791,914.3815307617188,709.8145751953125,0.8781350255012512,816.955810546875,481.8839416503906,0.9521218538284302,1056.1416015625,542.880126953125,0.9324790239334106
47,836.4873046875,738.0684814453125,0.20464062690734863,823.822021484375,683.5661010742188,0.5955254435539246,902.7813720703125,701.6256713867188,0.5305080413818359,820.2124633789062,476.8454895019531,0.8780652284622192,1052.559814453125,551.8862915039062,0.9387176036834717
48,847.4243774414062,716.53466796875,0.7106691598892212,833.0619506835938,648.513671875,0.9239917993545532,910.30126953125,681.305908203125,0.9184455871582031,818.879150390625,458.1016540527344,0.928769588470459,1054.144775390625,541.804931640625,0.8140830993652344
49,853.056884765625,666.08154296875,0.3958548307418823,833.9061279296875,626.871337890625,0.7664270401000977,913.9738159179688,654.9342651367188,0.874094545841217,824.2828369140625,456.0742492675781,0.7115151286125183,1056.2548828125,540.9169311523438,0.8575206398963928
50,860.1429443359375,711.1904296875,0.8815313577651978,841.670166015625,634.3411254882812,0.8093048334121704,916.966796875,672.0457153320312,0.9191000461578369,823.0765380859375,461.1282653808594,0.8749890327453613,1054.020751953125,538.6671142578125,0.9044110178947449
51,878.794189453125,703.7813110351562,0.4547313153743744,851.528564453125,641.0122680664062,0.9426326751708984,933.0997314453125,671.5883178710938,0.916333794593811,821.4515991210938,467.593994140625,0.9484193325042725,1054.9263916015625,533.3352661132812,0.9014246463775635
52,899.0482177734375,701.669921875,0.6374831795692444,856.8147583007812,642.0592041015625,0.6462432146072388,938.4619140625,676.7422485351562,0.8980006575584412,822.3854370117188,476.48870849609375,0.916502833366394,1057.372314453125,534.3110961914062,0.9369770288467407
53,905.7523803710938,661.326416015625,0.36574915051460266,864.158935546875,639.71240234375,0.6861230731010437,954.9678344726562,650.8336181640625,0.5708387494087219,822.3002319335938,475.569580078125,0.9153552055358887,1063.7137451171875,529.292724609375,0.9165537357330322
54,916.1583251953125,696.0254516601562,0.8804839849472046,875.2440185546875,656.06298828125,0.7554057836532593,958.3641967773438,664.32958984375,0.9136881232261658,826.147216796875,486.5129699707031,0.9378213882446289,1064.456787109375,524.5533447265625,0.9054558277130127
55,876.4328002929688,644.0288696289062,0.39541834592819214,874.5518188476562,625.1278076171875,0.7091063261032104,951.1017456054688,639.8778686523438,0.44395774602890015,817.7753295898438,479.7180480957031,0.931879460811615,1059.5201416015625,523.0574340820312,0.9110187292098999
56,884.8807983398438,694.5520629882812,0.9680720567703247,858.1564331054688,640.8661499023438,0.9087445735931396,946.3444213867188,655.8654174804688,0.9026759266853333,816.6658325195312,480.8283386230469,0.9387659430503845,1058.9149169921875,522.57421875,0.9548017382621765
57,866.8404541015625,676.0819702148438,0.5537756681442261,856.4725952148438,630.413818359375,0.8368480205535889,936.5441284179688,648.0140991210938,0.7844104170799255,819.60107421875,481.6170959472656,0.9203962087631226,1061.2896728515625,533.682373046875,0.943822979927063
58,900.2420654296875,689.8370361328125,0.9348366260528564,867.9230346679688,646.0081176757812,0.8264912366867065,964.637451171875,650.9374389648438,0.809024453163147,822.3763427734375,484.5503845214844,0.9589718580245972,1064.8865966796875,531.1625366210938,0.9556934833526611
59,1067.962890625,516.6082153320312,0.081444650888443,917.1197509765625,639.421875,0.35561707615852356,984.1390991210938,632.2642822265625,0.44661107659339905,830.8648681640625,490.7578430175781,0.9482889175415039,1069.5103759765625,531.8078002929688,0.9100782871246338
60,956.1016235351562,669.2297973632812,0.44439342617988586,910.4613647460938,642.57666015625,0.7574063539505005,1001.8552856445312,630.2077026367188,0.3901342749595642,833.817138671875,496.333740234375,0.967032790184021,1071.9171142578125,525.2075805664062,0.9661916494369507
61,964.4446411132812,655.18408203125,0.5751276016235352,920.5936889648438,631.5215454101562,0.44050976634025574,1009.869384765625,615.3145141601562,0.6505013704299927,834.2545166015625,494.3252258300781,0.9601355791091919,1075.08642578125,516.6346435546875,0.9743964672088623
62,969.0538330078125,685.9334106445312,0.8565667867660522,927.2791748046875,652.3955688476562,0.9120668172836304,1002.566650390625,634.7246704101562,0.9081699848175049,839.2733154296875,506.7204284667969,0.9504889249801636,1072.3199462890625,519.7064208984375,0.9757066369056702
63,968.5316772460938,680.6724853515625,0.439452588558197,924.34228515625,651.599853515625,0.9088380932807922,1001.9113159179688,639.7083740234375,0.829690158367157,837.6886596679688,505.0621337890625,0.954028844833374,1074.103759765625,519.3316040039062,0.98005211353302
64,1003.48828125,694.4483032226562,0.5213683247566223,942.751708984375,657.6113891601562,0.9440294504165649,1023.3617553710938,644.6332397460938,0.8805109262466431,834.2677612304688,506.6283264160156,0.9789474010467529,1074.260498046875,511.8701477050781,0.9789738655090332
65,1049.834228515625,691.8024291992188,0.8845012187957764,971.576171875,662.4284057617188,0.9164597988128662,1060.8829345703125,641.3157348632812,0.9038658142089844,846.4271240234375,516.1705932617188,0.9484611749649048,1078.03076171875,502.3411560058594,0.903843343257904
66,1092.3797607421875,682.3772583007812,0.371573269367218,1011.086669921875,662.9576416015625,0.7205681800842285,1089.57421875,626.0416259765625,0.896353006362915,857.7131958007812,529.9623413085938,0.9162896871566772,1081.8629150390625,486.65069580078125,0.9802077412605286
67,1118.6502685546875,667.1265869140625,0.7664418816566467,1033.141845703125,660.2805786132812,0.9165487289428711,1111.5013427734375,611.6334228515625,0.7561563849449158,866.2481689453125,537.4646606445312,0.918373703956604,1085.7266845703125,481.72015380859375,0.839335560798645
68,1125.089599609375,659.7979736328125,0.5964604020118713,1038.1163330078125,647.46728515625,0.9074207544326782,1117.9952392578125,603.8132934570312,0.8918704986572266,870.0906982421875,543.5302124023438,0.8921754956245422,1081.7781982421875,470.68878173828125,0.9602895975112915
69,1146.71142578125,616.3767700195312,0.9021562337875366,1044.0882568359375,636.9295654296875,0.9758948087692261,1124.4666748046875,578.3981323242188,0.9276249408721924,873.2140502929688,553.841064453125,0.9242053031921387,1078.085205078125,472.2174072265625,0.9336274862289429
70,1155.0855712890625,623.3347778320312,0.8479918241500854,1059.4090576171875,635.5025634765625,0.9444518089294434,1127.5560302734375,577.9727172851562,0.9104849100112915,879.7297973632812,555.4038696289062,0.9185765385627747,1073.96875,462.9750061035156,0.9798485636711121
71,1139.43359375,576.6173095703125,0.969266951084137,1062.04345703125,617.0277099609375,0.7758890390396118,1117.9571533203125,552.4127807617188,0.8462539315223694,876.382080078125,560.8062744140625,0.8853278160095215,1067.885986328125,453.550048828125,0.9439341425895691
72,1165.8564453125,608.95166015625,0.9393351078033447,1074.397705078125,621.0160522460938,0.9106698036193848,1129.82373046875,563.992431640625,0.8498544692993164,877.3297729492188,560.0016479492188,0.8726801872253418,1057.9112548828125,445.0459899902344,0.9658547639846802
73,1170.126953125,600.1930541992188,0.9630277156829834,1077.7935791015625,624.3936157226562,0.8415972590446472,1137.993896484375,559.4679565429688,0.8722927570343018,881.4910888671875,567.7118530273438,0.9480230808258057,1061.6505126953125,450.9253234863281,0.962300181388855
74,1171.395751953125,601.3424072265625,0.9100121259689331,1086.06103515625,624.4431762695312,0.9221794605255127,1135.123046875,561.9957885742188,0.8633783459663391,880.149169921875,572.01708984375,0.889387845993042,1058.8770751953125,449.54669189453125,0.9664489030838013
75,1171.1806640625,599.0836181640625,0.9124293327331543,1080.75048828125,618.1693725585938,0.7669626474380493,1133.846435546875,557.9265747070312,0.7704015970230103,879.013916015625,563.6123657226562,0.9159157276153564,1057.943115234375,446.2412414550781,0.9291319847106934
76,1161.4022216796875,594.2283325195312,0.9419815540313721,1079.0245361328125,621.52197265625,0.9456222057342529,1129.4302978515625,558.2235717773438,0.8225910663604736,880.53564453125,570.9576416015625,0.8493924736976624,1060.233642578125,451.81451416015625,0.9370177984237671
77,1163.4754638671875,602.60400390625,0.8821665048599243,1080.544677734375,619.7591552734375,0.9191926717758179,1139.999755859375,555.044677734375,0.6766138076782227,879.8298950195312,569.8783569335938,0.8440465927124023,1058.660888671875,443.1807556152344,0.88982093334198
78,1145.2281494140625,577.2772216796875,0.9491214752197266,1070.037841796875,614.7052001953125,0.9035285711288452,1120.641357421875,547.4024658203125,0.9136971235275269,881.715087890625,569.083984375,0.8951383233070374,1058.1644287109375,442.6723937988281,0.9195848703384399
79,1161.53662109375,600.3663940429688,0.9195264577865601,1077.2220458984375,620.412109375,0.9204419255256653,1133.786376953125,558.5650634765625,0.8960356712341309,876.7383422851562,559.9081420898438,0.8589091897010803,1057.34765625,439.5103454589844,0.9446773529052734
80,1136.6676025390625,571.82470703125,0.9118952751159668,1055.25927734375,608.4168090820312,0.9768837094306946,1115.3548583984375,549.8892822265625,0.7439364194869995,895.9759521484375,580.9495849609375,0.7908837199211121,1060.284912109375,446.2431640625,0.9023600816726685
81,1147.1536865234375,585.1704711914062,0.9397516250610352,1057.240234375,612.8196411132812,0.9719301462173462,1127.0291748046875,548.1678466796875,0.9322251081466675,880.4563598632812,566.2863159179688,0.942670464515686,1058.332763671875,445.5255126953125,0.9499130249023438
82,1133.431396484375,564.8472900390625,0.8863521218299866,1055.732666015625,607.0997314453125,0.9436584115028381,1118.309814453125,531.5952758789062,0.5913410782814026,885.0149536132812,567.524169921875,0.8727108836174011,1059.48876953125,439.64337158203125,0.9667668342590332
83,1142.726318359375,572.9428100585938,0.8982377648353577,1065.3037109375,604.5540161132812,0.8100046515464783,1125.75927734375,536.5961303710938,0.7397720813751221,880.642822265625,562.89794921875,0.9514175057411194,1059.074462890625,442.58203125,0.9395196437835693
84,1125.85986328125,552.4992065429688,0.7164160013198853,1052.3209228515625,595.7903442382812,0.9519411325454712,1112.5654296875,511.74981689453125,0.6108019351959229,883.4727172851562,560.10400390625,0.933311939239502,1061.8785400390625,436.294677734375,0.9771497249603271
85,1125.864013671875,549.6448974609375,0.6310261487960815,1058.5299072265625,594.3750610351562,0.959934413433075,1119.2705078125,509.5820007324219,0.8707276582717896,879.6141967773438,558.5782470703125,0.9101947546005249,1056.0390625,429.4573059082031,0.8146841526031494
86,1136.2921142578125,554.6449584960938,0.9272741079330444,1076.4559326171875,585.9946899414062,0.8906842470169067,1115.818603515625,507.9419250488281,0.8195775747299194,879.7648315429688,550.1333618164062,0.9503397941589355,1052.907470703125,414.9639587402344,0.908657968044281
87,1131.1121826171875,548.9678955078125,0.8638395071029663,1064.6640625,591.6586303710938,0.9137914180755615,1117.20361328125,513.9865112304688,0.9172588586807251,880.9140014648438,552.6649780273438,0.9540643692016602,1052.511474609375,420.0699157714844,0.7224099040031433
88,1137.8427734375,546.848388671875,0.983991265296936,1069.930419921875,586.0330200195312,0.8920639753341675,1121.2447509765625,509.4388732910156,0.8639024496078491,879.7383422851562,551.211181640625,0.9559010863304138,1051.7122802734375,416.9607238769531,0.7852509021759033
89,1111.701904296875,524.2815551757812,0.3314678370952606,1043.8887939453125,584.5504760742188,0.9172132015228271,1100.9365234375,482.8599853515625,0.5666783452033997,881.6139526367188,552.5379638671875,0.8798623085021973,1054.537353515625,423.1633605957031,0.8741008639335632
90,1122.029296875,526.9948120117188,0.9352630376815796,1056.7822265625,579.6605834960938,0.6886441111564636,1116.8455810546875,494.4595642089844,0.6000353097915649,878.1953125,548.00146484375,0.9165700674057007,1048.8680419921875,414.8620910644531,0.8684958815574646
91,1104.72705078125,506.82421875,0.2826586365699768,1045.496826171875,570.6868896484375,0.7375554442405701,1087.3848876953125,465.8175048828125,0.1850060522556305,885.5729370117188,539.3836669921875,0.8685595393180847,1051.077392578125,421.3288879394531,0.8929445147514343
92,1125.3702392578125,509.18011474609375,0.8239386081695557,1051.973876953125,565.8863525390625,0.8237786293029785,1101.261474609375,482.726806640625,0.7731606960296631,882.887939453125,539.8883056640625,0.8228664398193359,1044.8095703125,409.3316955566406,0.9346115589141846
93,1148.993408203125,492.00140380859375,0.367546021938324,1062.1234130859375,559.4471435546875,0.6765701174736023,1105.4163818359375,477.6305236816406,0.7560919523239136,886.4946899414062,538.3751220703125,0.8981321454048157,1040.1417236328125,409.7374267578125,0.9234828948974609
94,1150.892578125,478.6067810058594,0.5215673446655273,1072.6656494140625,550.4164428710938,0.5689612627029419,1107.4564208984375,469.1040954589844,0.8667669296264648,888.2816162109375,538.2060546875,0.9028553366661072,1035.4429931640625,407.8551330566406,0.9331881999969482
95,1139.237548828125,466.10870361328125,0.518684983253479,1063.5303955078125,544.6814575195312,0.7868668437004089,1101.30712890625,452.4053039550781,0.7127290368080139,889.0075073242188,532.452880859375,0.7772851586341858,1033.296142578125,403.4676208496094,0.688794732093811
96,1120.866943359375,443.53570556640625,0.5880529284477234,1056.440185546875,537.2485961914062,0.5026785135269165,1087.3369140625,444.4020080566406,0.6147443056106567,884.2584228515625,531.758056640625,0.7854942083358765,1028.0902099609375,402.0726318359375,0.840819239616394
97,1118.7833251953125,451.9234619140625,0.7842925786972046,1049.5400390625,533.3483276367188,0.886806845664978,1081.3740234375,437.41680908203125,0.8547642230987549,883.6075439453125,526.6188354492188,0.8906152248382568,1019.000732421875,403.294189453125,0.795089602470398
